Player_name,Date_of_Birth,Position,Age,Place_of_Birth,Nation,Grip,Youth_Team,Height_cm,Height_ft,Weight_kg,Weight_lbs,Awards,Player_link
Timofei Barsukov,2002-07-09 00:00:00,F,20,"Kaliningrad, RUS",Russia,R,Svetlogorets Svetlogorsk,192,"6'4""",95,209 lbs,{},https://www.eliteprospects.com/player/655816/timofei-barsukov
Alexander Belyayev,1999-03-28 00:00:00,F,24,-,Russia,L,-,181,"5'11""",85,187 lbs,"{""2014-2015"": [""Russia U16 Finals Most Goals  (5)""]}",https://www.eliteprospects.com/player/359983/alexander-belyayev
Danila Popov,2000-11-14 00:00:00,RW,22,"Penza, RUS",Russia,R,Dizel Penza,177,"5'10""",75,165 lbs,{},https://www.eliteprospects.com/player/398541/danila-popov
Danil Sherstobitov,2003-08-18 00:00:00,C,19,"Nizhnekamsk, RUS",Russia,L,Neftekhimik Nizhnekamsk,180,"5'11""",73,161 lbs,{},https://www.eliteprospects.com/player/697751/danil-sherstobitov
Raul Yakupov,2004-06-21 00:00:00,F,18,"Naberezhnye Chelny, RUS",Russia,L,Neftekhimik Nizhnekamsk,186,"6'1""",83,183 lbs,{},https://www.eliteprospects.com/player/699971/raul-yakupov
Daniil Ganyushkin,2003-05-11 00:00:00,D,20,"Nizhny Novgorod, RUS",Russia,L,Torpedo Nizhny Novgorod,182,"6'0""",88,194 lbs,"{""2022-2023"": [""MHL Champion""]}",https://www.eliteprospects.com/player/700146/daniil-ganyushkin
Theodor Lennström,1994-08-08 00:00:00,D,28,"Stockholm, SWE",Sweden,L,AIK,186,"6'1""",86,190 lbs,"{""2011-2012"": [""J18 Allsvenskan (North) Most Goals by Defenseman  (7)"", ""J18 Allsvenskan (North) Most Points by Defenseman  (15)""], ""2019-2020"": [""Champions Hockey League Champion"", ""Champions Hockey League Most Goals by Defenseman  (3)""], ""2021-2022"": [""SHL Champion""]}",https://www.eliteprospects.com/player/19767/theodor-lennstrom
Alexander Pelevin,2004-05-16 00:00:00,D,19,"Balakhna, RUS",Russia,L,Torpedo Nizhny Novgorod,180,"5'11""",82,181 lbs,"{""2021-2022"": [""EYOF Bronze Medal""], ""2022-2023"": [""MHL Champion""]}",https://www.eliteprospects.com/player/707284/alexander-pelevin
Kenny Agostino,1992-04-30 00:00:00,LW,31,"Morristown, NJ, USA",USA,L,-,183,"6'0""",90,198 lbs,"{""2008-2009"": [""New Jersey HS Player of the Year""], ""2009-2010"": [""New Jersey HS Player of the Year""], ""2012-2013"": [""NCAA (Championship) Winner"", ""NCAA (ECAC) Second All-Star Team"", ""NCAA (New England) D1 All-Stars"", ""NCAA All-Ivy League Second Team""], ""2013-2014"": [""NCAA (ECAC) Third All-Star Team"", ""NCAA All-Ivy League Second Team""], ""2016-2017"": [""AHL All-Star Game"", ""AHL First All-Star Team"", ""AHL Most Assists  (59)"", ""AHL Most Points (JB Sollenberger Trophy)  (83)"", ""AHL Most Valuable Player (Les Cunningham Award)"", ""AHL Player of the Month  (December)"", ""AHL Player of the Week  (Jan. 1)""]}",https://www.eliteprospects.com/player/75015/kenny-agostino
Artur Tyanulin,1997-01-20 00:00:00,RW,26,"Kazan, RUS",Russia,R,Ak Bars Kazan,175,"5'9""",83,183 lbs,"{""2010-2011"": [""Russia U15 Champion""], ""2011-2012"": [""Russia U16 Champion""], ""2012-2013"": [""Russia U16 Silver Medal""], ""2013-2014"": [""U17 WHC All-Star Team""], ""2017-2018"": [""ECHL All-Star Game""], ""2019-2020"": [""VHL Rookie of the Month  (December)"", ""VHL Rookie of the Month  (November)""]}",https://www.eliteprospects.com/player/266824/artur-tyanulin
Yegor Vinogradov,2003-04-17 00:00:00,C/RW,20,"Nizhny Novgorod, RUS",Russia,L,Torpedo Nizhny Novgorod,189,"6'2""",82,181 lbs,"{""2022-2023"": [""KHL Rookie of the Week  (Sep. 5)"", ""MHL Champion"", ""MHL Kharlamov Cup Clinching Goal""]}",https://www.eliteprospects.com/player/700152/yegor-vinogradov
Daniel Zaar,1994-04-24 00:00:00,RW,29,"Helsingborg, SWE",Sweden,R,Jonstorps IF,182,"6'0""",81,179 lbs,"{""2009-2010"": [""TV-Pucken Silver Medal""], ""2011-2012"": [""J18 SM Gold Medal"", ""J20 SM Bronze Medal""], ""2013-2014"": [""HockeyAllsvenskan Most Assists by a Junior  (20)"", ""HockeyAllsvenskan Most Goals by a Junior  (16)"", ""HockeyAllsvenskan Most Points by a Junior  (36)""], ""2014-2015"": [""Champions Hockey League Champion""], ""2015-2016"": [""AHL Calder Cup Champion""], ""2020-2021"": [""SHL SM Silver Medal""], ""2021-2022"": [""Champions Hockey League Champion""]}",https://www.eliteprospects.com/player/39009/daniel-zaar
Nikita Boyarkin,1998-10-07 00:00:00,G,24,"Karaganda, KAZ",Kazakhstan,L,Yunost Karaganda,190,"6'3""",96,212 lbs,"{""2015-2016"": [""U18 WJC (D1A) Best SVS%  (.901)"", ""U18 WJC (D1A) Bronze Medal"", ""U18 WJC (D1A) Top Player on Team""], ""2017-2018"": [""U20 WJC (D1A) Gold Medal""], ""2018-2019"": [""VHL Champion""], ""2020-2021"": [""Kazakhstan Champion"", ""Kazakhstan Cup Best Goaltender"", ""Kazakhstan Goaltender of the Month  (November)"", ""World Championship Top 3 Player on Team""]}",https://www.eliteprospects.com/player/329050/nikita-boyarkin
Andrei Shutov,1998-03-04 00:00:00,G,25,"Ust-Kamenogorsk, KAZ",Kazakhstan,L,Torpedo Ust-Kamenogorsk,189,"6'2""",90,198 lbs,"{""2015-2016"": [""U18 WJC (D1A) Bronze Medal""], ""2022-2023"": [""Kazakhstan Best Goaltender"", ""Universiade Bronze Medal"", ""World Championship Top 3 Player on Team""]}",https://www.eliteprospects.com/player/438439/andrei-shutov
Olle Alsing,1996-05-01 00:00:00,D,27,"Uppsala, SWE",Sweden,L,Almtuna IS,181,"5'11""",81,179 lbs,"{""2013-2014"": [""J18 Allsvenskan (North) Most Assists by Defenseman  (11)"", ""J18 Allsvenskan (North) Most Goals by Defenseman  (8)"", ""J18 Allsvenskan (North) Most Points by Defenseman  (19)"", ""J18 Elit (East) Most Assists by Defenseman  (18)"", ""J18 Elit (East) Most Points by Defenseman  (24)""], ""2015-2016"": [""HockeyAllsvenskan Most Assists by a Junior  (15)""], ""2018-2019"": [""SHL Best Plus/Minus  (+26)"", ""SHL SM Silver Medal""], ""2019-2020"": [""Champions Hockey League Most Assists by Defenseman  (12)"", ""Champions Hockey League Most Goals by Defenseman  (3)"", ""Champions Hockey League Most Points by Defenseman  (15)""]}",https://www.eliteprospects.com/player/139080/olle-alsing
Adil Beketayev,1998-04-23 00:00:00,D,25,"Petropavlovsk, KAZ",Kazakhstan,L,-,193,"6'4""",93,205 lbs,"{""2015-2016"": [""U18 WJC (D1A) Bronze Medal""], ""2017-2018"": [""MHL All-Star Game"", ""U20 WJC (D1A) Gold Medal""], ""2019-2020"": [""Kazakhstan Cup Best Defenseman""], ""2022-2023"": [""World Championship Top 3 Player on Team""]}",https://www.eliteprospects.com/player/363487/adil-beketayev
Eric Martinsson,1992-10-22 00:00:00,D,30,"Klippan, SWE",Sweden,L,Åstorps IK,186,"6'1""",88,194 lbs,"{""2011-2012"": [""J20 SuperElit (South) Most Assists by Defenseman  (17)"", ""J20 SM Bronze Medal""], ""2014-2015"": [""SHL Champion""], ""2017-2018"": [""SHL Champion"", ""SHL Most Points by Defenseman Playoffs  (11)""], ""2020-2021"": [""SHL Most Assists by Defenseman  (32)""]}",https://www.eliteprospects.com/player/21459/eric-martinsson
Tomas Jurco,1992-12-28 00:00:00,LW/RW,30,"Kosice, SVK",Slovakia,L,HC Kosice,188,"6'2""",85,187 lbs,"{""2010-2011"": [""CHL Memorial Cup Champion"", ""CHL Top Prospects Game"", ""QMJHL Champion""], ""2011-2012"": [""QMJHL Champion"", ""U20 WJC Top 3 Player on Team""], ""2012-2013"": [""AHL Calder Cup Champion"", ""AHL Midwest Division Champion"", ""AHL Playoffs Most Goals by Rookie  (8)"", ""AHL Western Conference Champion""], ""2015-2016"": [""AHL Player of the Week  (Nov. 22)""], ""2018-2019"": [""AHL Calder Cup Champion""], ""2021-2022"": [""Olympic Bronze Medal""]}",https://www.eliteprospects.com/player/34751/tomas-jurco
Dinmukhamed Kaiyrzhan,2003-06-27 00:00:00,F,19,"Almaty, KAZ",Kazakhstan,R,-,181,"5'11""",79,174 lbs,"{""2022-2023"": [""U20 WJC (D1A) Silver Medal"", ""U20 WJC (D1A) Top Player on Team""]}",https://www.eliteprospects.com/player/550401/dinmukhamed-kaiyrzhan
Cody Kunyk,1990-05-20 00:00:00,C,33,"Sherwood Park, AB, CAN",Canada,L,-,180,"5'11""",88,194 lbs,"{""2009-2010"": [""AJHL (North) All-Star Team"", ""AJHL Most Valuable Player"", ""RBC CJHL Player Of The Year""], ""2011-2012"": [""NCAA (CCHA) Second All-Star Team""], ""2013-2014"": [""NCAA (WCHA) First All-Star Team"", ""NCAA (WCHA) Player of the Year"", ""NCAA (WCHA) Scoring Champion  (34)"", ""NCAA (West) Second All-American Team""], ""2019-2020"": [""Liiga Most Assists  (39)""]}",https://www.eliteprospects.com/player/44471/cody-kunyk
Aldiyar Nurlan,2004-04-06 00:00:00,F,19,-,Kazakhstan,L,-,185,"6'1""",85,187 lbs,"{""2022-2023"": [""U20 WJC (D1A) Silver Medal"", ""Universiade Bronze Medal""]}",https://www.eliteprospects.com/player/617927/aldiyar-nurlan
Kirill Savitsky,1995-03-09 00:00:00,LW,28,"Ust-Kamenogorsk, KAZ",Kazakhstan,L,Torpedo Ust-Kamenogorsk,183,"6'0""",91,201 lbs,"{""2011-2012"": [""U18 WJC (D1B) Silver Medal"", ""U20 WJC (D1B) Silver Medal""], ""2012-2013"": [""U18 WJC (D1B) Gold Medal"", ""U18 WJC (D1B) Most Penalized Player  (27)"", ""U20 WJC (D1B) Silver Medal""], ""2013-2014"": [""U20 WJC (D1B) Best Forward"", ""U20 WJC (D1B) Most Assists  (7)"", ""U20 WJC (D1B) Silver Medal""], ""2014-2015"": [""Challenge Cup of Asia U20 Top Player on Team"", ""U20 WJC (D1B) Best Forward"", ""U20 WJC (D1B) Gold Medal""], ""2016-2017"": [""Kazakhstan Champion"", ""Universiade Silver Medal""], ""2021-2022"": [""World Championship Top 3 Player on Team""]}",https://www.eliteprospects.com/player/123131/kirill-savitsky
Ansar Shaikhmeddenov,2002-02-19 00:00:00,C,21,"Uralsk, KAZ",Kazakhstan,L,-,190,"6'3""",88,194 lbs,"{""2018-2019"": [""U18 WJC (D1A) Silver Medal""]}",https://www.eliteprospects.com/player/608773/ansar-shaikhmeddenov
Alexei Zubov,1998-01-12 00:00:00,C/RW,25,"Ust-Kamenogorsk, KAZ","Russia
    
            / 
            Kazakhstan",L,-,184,"6'0""",85,187 lbs,"{""2014-2015"": [""Russia U17 Champion""]}",https://www.eliteprospects.com/player/331947/alexei-zubov
Patrik Bartosak,1993-03-29 00:00:00,G,30,"Koprivnice, CZE",Czechia,L,HC Koprivnice,185,"6'1""",93,205 lbs,"{""2008-2009"": [""Czechia U20 Champion""], ""2009-2010"": [""Czechia U18 Best SVS%  (.948)"", ""Czechia U18 Most Wins  (29)""], ""2010-2011"": [""Czechia U18 Playoffs Best GAA  (1.98)"", ""Czechia U18 Playoffs Best SVS%  (.955)""], ""2011-2012"": [""CHL Goaltender of the Week  (Oct. 16)""], ""2012-2013"": [""CHL Goaltender of the Week  (Nov. 25)"", ""CHL Goaltender of the Year"", ""U20 WJC Top 3 Player on Team"", ""WHL (East) First All-Star Team"", ""WHL Top Goaltender (Del Wilson Trophy)""], ""2013-2014"": [""WHL (East) Second All-Star Team""], ""2014-2015"": [""AHL Calder Cup Champion""], ""2017-2018"": [""Czech Extraliga Best SVS%  (.933)""], ""2018-2019"": [""Czech Extraliga Best SVS%  (.935)"", ""World Championship Top 3 Player on Team""], ""2019-2020"": [""Czech Extraliga Best SVS%  (.932)""]}",https://www.eliteprospects.com/player/100479/patrik-bartosak
Roman Bychkov,2001-02-10 00:00:00,D,22,"Yaroslavl, RUS",Russia,L,Lokomotiv Yaroslavl,181,"5'11""",83,183 lbs,"{""2018-2019"": [""Hlinka Gretzky Cup Bronze Medal"", ""MHL Champion""]}",https://www.eliteprospects.com/player/514141/roman-bychkov
Vladislav Barulin,1996-07-09 00:00:00,RW,26,"Moskva, RUS",Russia,R,-,181,"5'11""",82,181 lbs,"{""2013-2014"": [""MHL B Forward of the Month  (December)""], ""2014-2015"": [""MHL B All-Star Game""]}",https://www.eliteprospects.com/player/250363/vladislav-barulin
Radan Lenc,1991-07-30 00:00:00,LW/RW,31,"Mlada Boleslav, CZE",Czechia,L,BK Mlada Boleslav,183,"6'0""",88,194 lbs,"{""2010-2011"": [""Czechia U20 Most Goals  (39)"", ""Czechia U20 Most Power Play Goals  (14)""], ""2013-2014"": [""Czechia2 Champion"", ""Czechia2 to Czechia Promotion  (BK Mlad\u00e1 Boleslav)""], ""2018-2019"": [""Czech Extraliga Silver Medal""], ""2020-2021"": [""Czech Extraliga Silver Medal""]}",https://www.eliteprospects.com/player/99493/radan-lenc
David Tomasek,1996-02-10 00:00:00,C/RW,27,"Praha, CZE",Czechia,R,HC Sparta Praha,187,"6'2""",85,187 lbs,"{""2015-2016"": [""Czech Extraliga Most Points by Junior  (12)""], ""2019-2020"": [""Czech Extraliga Most Shorthanded Goals  (2)""]}",https://www.eliteprospects.com/player/205549/david-tomasek
Maxim Dorozhko,1998-08-03 00:00:00,G,24,"Podolsk, RUS",Russia,L,Vityaz Podolsk,190,"6'3""",95,209 lbs,"{""2017-2018"": [""MHL Goaltender of the Month  (September, West)"", ""MHL Playoffs Best SVS%  (.953)""]}",https://www.eliteprospects.com/player/353548/maxim-dorozhko
Maxim Kloberdanets,2001-01-14 00:00:00,G,22,"Moskva, RUS",Russia,R,Khimik Voskresensk,186,"6'1""",75,165 lbs,{},https://www.eliteprospects.com/player/487003/maxim-kloberdanets
Yaroslav Busygin,2003-02-14 00:00:00,D,20,"Korkino, RUS",Russia,L,Traktor Chelyabinsk,190,"6'3""",85,187 lbs,{},https://www.eliteprospects.com/player/699444/yaroslav-busygin
Valtteri Kemiläinen,1991-12-16 00:00:00,D,31,"Jyväskylä, FIN",Finland,R,Diskos,184,"6'0""",87,192 lbs,"{""2010-2011"": [""U20 SM-liiga Champion""], ""2014-2015"": [""Liiga Bronze Medal""], ""2016-2017"": [""Liiga Champion"", ""Liiga Playoffs Most Assists by Defenseman  (8)"", ""Liiga Playoffs Most Points by Defenseman  (11)""], ""2017-2018"": [""Liiga Silver Medal""], ""2018-2019"": [""Liiga Bronze Medal""], ""2021-2022"": [""Champions Hockey League Champion"", ""Olympic Gold Medal""], ""2022-2023"": [""Champions Hockey League Champion"", ""Liiga All-Star Team"", ""Liiga Best Defenseman (Pekka Rautakallio Award)"", ""Liiga Champion"", ""Liiga Most Assists by Defenseman  (34)"", ""Liiga Player of the Month  (February)""]}",https://www.eliteprospects.com/player/58336/valtteri-kemilainen
Igor Rydchenko,2001-06-20 00:00:00,D,21,"Samara, RUS",Russia,L,CSK VVS Samara,180,"5'11""",85,187 lbs,{},https://www.eliteprospects.com/player/512828/igor-rydchenko
Kirill Steklov,2002-03-03 00:00:00,D,21,"Tallinn, EST","Russia
    
            / 
            Estonia",L,HC Vipers,193,"6'4""",86,190 lbs,"{""2017-2018"": [""Russia U16 Champion""], ""2019-2020"": [""Hlinka Gretzky Cup Gold Medal""]}",https://www.eliteprospects.com/player/552041/kirill-steklov
Filat Zotov,2002-05-16 00:00:00,D,21,"Samara, RUS",Russia,L,CSK VVS Samara,183,"6'0""",84,185 lbs,"{""2017-2018"": [""Russia U16 Champion""], ""2019-2020"": [""Hlinka Gretzky Cup Gold Medal""]}",https://www.eliteprospects.com/player/588570/filat-zotov
Daniel Audette,1996-05-06 00:00:00,C,27,"Blainville, QC, CAN","Canada
    
            / 
            USA",L,AHM Blainville,175,"5'9""",75,165 lbs,"{""2010-2011"": [""NHLPA AllState All-Canadian Mentorship""], ""2011-2012"": [""QMAAA Champion"", ""QMAAA First All-Star Team"", ""QMAAA Prospect Award"", ""Telus Cup Silver Medal"", ""Telus Cup Top Forward""], ""2013-2014"": [""Ivan Hlinka Memorial Gold Medal"", ""U18 WJC Bronze Medal""], ""2020-2021"": [""Liiga Champion""]}",https://www.eliteprospects.com/player/128505/daniel-audette
Vladimir Barabanov,1997-05-16 00:00:00,LW/C,26,"St. Petersburg, RUS",Russia,R,SKA-Petergof St. Petersburg,179,"5'10""",77,170 lbs,{},https://www.eliteprospects.com/player/273487/vladimir-barabanov
Semyon Demidov,2002-09-03 00:00:00,F,20,"Dmitrov, RUS",Russia,L,Krylia Sovetov Dmitrov,177,"5'10""",79,174 lbs,"{""2017-2018"": [""Russia U16 Champion""], ""2021-2022"": [""MHL Champion""], ""2022-2023"": [""MHL Forward of the Week  (Nov. 21)"", ""MHL Forward of the Week  (Dec. 5)""]}",https://www.eliteprospects.com/player/588575/semyon-demidov
German Nesterov,1991-08-31 00:00:00,F,31,"Nizhnekamsk, RUS","Belarus
    
            / 
            Russia",L,Neftekhimik Nizhnekamsk,190,"6'3""",90,198 lbs,"{""2014-2015"": [""Universiade Silver Medal""], ""2017-2018"": [""Belarus Cup Winner""], ""2020-2021"": [""Belarus Best Forward"", ""Belarus Best Player Award  (determined by other players)"", ""Belarus Most Valuable Player (Playoffs)"", ""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/100707/german-nesterov
Niko Ojamäki,1995-06-17 00:00:00,RW,27,"Pori, FIN",Finland,R,Ässät,181,"5'11""",84,185 lbs,"{""2009-2010"": [""U16 Pohjola Camp Roster  (\u00c4ss\u00e4t)""], ""2010-2011"": [""U16 SM-sarja Bronze Medal""], ""2012-2013"": [""U18 WJC Bronze Medal""], ""2013-2014"": [""U20 SM-liiga Bronze Medal""], ""2016-2017"": [""Liiga Most Shorthanded Goals  (3)""], ""2017-2018"": [""Liiga Silver Medal""], ""2018-2019"": [""Liiga Bronze Medal"", ""World Championship Gold Medal""], ""2019-2020"": [""Liiga Player of the Month  (September)""], ""2020-2021"": [""World Championship Silver Medal""], ""2021-2022"": [""KHL Most Goals  (29)"", ""Olympic Gold Medal""], ""2022-2023"": [""Champions Hockey League Champion"", ""Liiga Champion"", ""Liiga Most Power Play Goals  (12)""]}",https://www.eliteprospects.com/player/66785/niko-ojamaki
Georgi Savin,2002-02-05 00:00:00,F,21,"Moskva, RUS",Russia,L,Belye Medvedi Moskva,195,"6'5""",90,198 lbs,"{""2017-2018"": [""Russia U16 Champion""]}",https://www.eliteprospects.com/player/588572/georgi-savin
Nikolai Smirnov,2002-01-25 00:00:00,F,21,"Moskva, RUS",Russia,R,DYUSSH Dmitrov,171,"5'7""",67,148 lbs,"{""2017-2018"": [""Russia U16 Champion""]}",https://www.eliteprospects.com/player/588579/nikolai-smirnov
Stepan Urulin,2002-01-26 00:00:00,F,21,-,Russia,L,Yastreby Moskva,183,"6'0""",67,148 lbs,{},https://www.eliteprospects.com/player/530470/stepan-urulin
Ivan Zinchenko,2002-01-20 00:00:00,C,21,"Rostov-na-Donu, RUS",Russia,L,Zubr Rostov-na-Donu,187,"6'2""",95,209 lbs,"{""2017-2018"": [""Russia U16 Champion""]}",https://www.eliteprospects.com/player/588580/ivan-zinchenko
Yegor Zubov,2001-07-25 00:00:00,RW,21,"Chelyabinsk, RUS",Russia,L,HSh S. Makarova Chelyabinsk,179,"5'10""",82,181 lbs,{},https://www.eliteprospects.com/player/522424/yegor-zubov
Johan Mattsson,1992-04-25 00:00:00,G,31,"Huddinge, SWE",Sweden,L,Huddinge IK,193,"6'4""",88,194 lbs,"{""2006-2007"": [""U16 SM Silver Medal""], ""2010-2011"": [""J20 SuperElit (Overall) Best SVS%  (.930)"", ""J20 SuperElit (South) Best SVS%  (.934)"", ""J20 SuperElit (South|Spring) Best SVS%  (.925)"", ""NHL Entry Draft Mr. Irrelevant""], ""2011-2012"": [""U20 WJC Gold Medal""], ""2013-2014"": [""HockeyAllsvenskan to SHL Promotion  (Djurg\u00e5rden)""], ""2015-2016"": [""HockeyAllsvenskan Best GAA  (2.04)"", ""HockeyAllsvenskan Most Shutouts  (5)""], ""2018-2019"": [""Champions Hockey League Champion"", ""SHL Champion""], ""2019-2020"": [""Champions Hockey League Champion""], ""2022-2023"": [""KHL Goaltender of the Week  (Dec. 5)""]}",https://www.eliteprospects.com/player/20050/johan-mattsson
Georgi Romanov,1999-12-15 00:00:00,G,23,"Yekaterinburg, RUS",Russia,L,Yunost Yekaterinburg,195,"6'5""",94,207 lbs,{},https://www.eliteprospects.com/player/392164/georgi-romanov
Maxim Zinchenko,2004-01-30 00:00:00,G,19,"Yekaterinburg, RUS",Russia,L,Spartakovets Yekaterinburg,178,"5'10""",78,172 lbs,{},https://www.eliteprospects.com/player/708989/maxim-zinchenko
Valeri Sitnikov,2002-04-13 00:00:00,D,21,"Asbest, RUS",Russia,L,Spartakovets Yekaterinburg,188,"6'2""",79,174 lbs,{},https://www.eliteprospects.com/player/569639/valeri-sitnikov
Nikita Blednov,2003-10-25 00:00:00,F,19,"Dzerzhinsk, RUS",Russia,R,Avangard Omsk,179,"5'10""",75,165 lbs,{},https://www.eliteprospects.com/player/698862/nikita-blednov
Vasili Filyayev,1999-01-08 00:00:00,C,24,"Zhlobin, BLR",Belarus,L,Metallurg Zhlobin,191,"6'3""",87,192 lbs,"{""2018-2019"": [""U20 WJC (D1A) Silver Medal""], ""2019-2020"": [""Belarus Silver Medal""]}",https://www.eliteprospects.com/player/432031/vasili-filyayev
Danil Mylnikov,2002-09-11 00:00:00,F,20,"Sysert, RUS",Russia,L,Avtomobilist Yekaterinburg,181,"5'11""",94,207 lbs,{},https://www.eliteprospects.com/player/569635/danil-mylnikov
Viktor Neuchev,2003-10-25 00:00:00,LW,19,"Chelyabinsk, RUS",Russia,L,Mechel Chelyabinsk,180,"5'11""",75,165 lbs,{},https://www.eliteprospects.com/player/618304/viktor-neuchev
Vladislav Pshenichnikov,2002-04-18 00:00:00,LW/C/RW,21,"Moskva, RUS",Russia,L,CSKA Moskva,192,"6'4""",86,190 lbs,"{""2019-2020"": [""J18 Elit (East|Spring) Most Goals  (11)"", ""J18 Elit (East|Spring) Most Points  (19)""]}",https://www.eliteprospects.com/player/402874/vladislav-pshenichnikov
Pavel Voronkov,1998-10-13 00:00:00,F,24,"Moskva, RUS",Russia,L,-,182,"6'0""",84,185 lbs,{},https://www.eliteprospects.com/player/356462/pavel-voronkov
Yevgeni Myshev,2003-10-08 00:00:00,G,19,"Stupino, RUS",Russia,L,Kapitan Stupino,185,"6'1""",68,150 lbs,{},https://www.eliteprospects.com/player/700567/yevgeni-myshev
Ruslan Aliyev,2000-01-08 00:00:00,F,23,"Moskva, RUS",Russia,R,CSKA Moskva,183,"6'0""",81,179 lbs,{},https://www.eliteprospects.com/player/396209/ruslan-aliyev
Kirill Melnichenko,2002-02-23 00:00:00,F,21,"Vyborg, RUS",Russia,L,GSDYUSHOR St. Petersburg,180,"5'11""",78,172 lbs,{},https://www.eliteprospects.com/player/589059/kirill-melnichenko
Alexander Zhabreyev,2000-03-24 00:00:00,C,23,"Chelyabinsk, RUS",Russia,L,Belye Medvedi Chelyabinsk,172,"5'8""",75,165 lbs,"{""2015-2016"": [""YOG Bronze Medal""], ""2020-2021"": [""VHL Best Rookie"", ""VHL Rookie of the Month  (December)""]}",https://www.eliteprospects.com/player/339968/alexander-zhabreyev
Artyom Zhuk,2000-07-14 00:00:00,W/C,22,"Minsk, BLR",Belarus,L,SDYUSHOR Minsk,181,"5'11""",93,205 lbs,{},https://www.eliteprospects.com/player/392591/artyom-zhuk
Matej Machovsky,1993-07-25 00:00:00,G,29,"Opava, CZE",Czechia,L,HC Slezan Opava,189,"6'2""",85,187 lbs,"{""2010-2011"": [""OHL Best Rookie GAA (Dinty Moore Trophy)  (2.90)"", ""OHL Second All-Rookie Team"", ""U18 WJC Top 3 Player on Team""], ""2013-2014"": [""Czech Extraliga Best SVS%  (.936)""], ""2015-2016"": [""Czech Extraliga Bronze Medal"", ""Czech Extraliga Playoffs Best SVS%  (.932)""], ""2018-2019"": [""Czech Extraliga Most Shutouts  (6)""], ""2020-2021"": [""Czech Extraliga Most Shutouts  (5)""]}",https://www.eliteprospects.com/player/56014/matej-machovsky
Arturs Andzans,2001-08-21 00:00:00,D,21,"Riga, LAT",Latvia,L,Prizma Riga,190,"6'3""",86,190 lbs,{},https://www.eliteprospects.com/player/549378/arturs-andzans
Frank Corrado,1993-03-26 00:00:00,D,30,"Woodbridge, ON, CAN",Canada,R,-,183,"6'0""",93,205 lbs,{},https://www.eliteprospects.com/player/45547/frank-corrado
Karlis Cukste,1997-06-17 00:00:00,D,25,"Riga, LAT",Latvia,L,HS Riga,193,"6'4""",100,220 lbs,"{""2012-2013"": [""Latvia U18 Champion""], ""2013-2014"": [""U18 WJC (D1A) Gold Medal""], ""2014-2015"": [""U20 WJC (D1A) Bronze Medal""], ""2015-2016"": [""U20 WJC (D1A) Best Defenseman"", ""U20 WJC (D1A) Gold Medal""], ""2016-2017"": [""U20 WJC Top 3 Player on Team""], ""2020-2021"": [""Latvia Media All-Star Team"", ""Latvia Player of the Month  (October)""], ""2022-2023"": [""Czech Extraliga Champion"", ""World Championship Bronze Medal""]}",https://www.eliteprospects.com/player/214273/karlis-cukste
Patriks Ozols,2001-02-02 00:00:00,D,22,"Riga, LAT",Latvia,L,HK Lido,180,"5'11""",84,185 lbs,"{""2017-2018"": [""Latvia U18 Champion"", ""U18 WJC (D1A) Gold Medal""], ""2018-2019"": [""U18 WJC Top 3 Player on Team""], ""2019-2020"": [""U20 WJC (D1A) Silver Medal""], ""2020-2021"": [""Latvia Best U20 Player"", ""Latvia Silver Medal""], ""2021-2022"": [""Latvian Champion""]}",https://www.eliteprospects.com/player/476827/patriks-ozols
Filips Buncis,1997-06-12 00:00:00,C,26,"Jelgava, LAT",Latvia,L,-,193,"6'4""",100,220 lbs,"{""2012-2013"": [""Latvia U18 Champion""], ""2013-2014"": [""U18 WJC (D1A) Gold Medal""], ""2015-2016"": [""U20 WJC (D1A) Gold Medal""], ""2022-2023"": [""Continental Cup Champion""]}",https://www.eliteprospects.com/player/214275/filips-buncis
Matt Lorito,1990-07-03 00:00:00,W/C,32,"Oakville, ON, CAN",Canada,L,-,175,"5'9""",78,172 lbs,"{""2012-2013"": [""NCAA (ECAC) All-Tournament Team"", ""NCAA (ECAC) Second All-Star Team"", ""NCAA All-Ivy League First Team""], ""2013-2014"": [""NCAA All-Ivy League Second Team""], ""2014-2015"": [""NCAA All-Ivy League Second Team""], ""2016-2017"": [""AHL All-Star Game"", ""AHL Calder Cup Champion"", ""AHL Player of the Week  (Nov. 20)""], ""2017-2018"": [""AHL All-Star Game""]}",https://www.eliteprospects.com/player/62740/matt-lorito
Émile Poirier,1994-12-14 00:00:00,LW,28,"Montréal, QC, CAN",Canada,L,-,188,"6'2""",89,196 lbs,"{""2014-2015"": [""AHL All-Star Game""]}",https://www.eliteprospects.com/player/128977/emile-poirier
Peter Tiivola,1993-09-05 00:00:00,C,29,"Helsinki, FIN",Finland,L,Kiekko-Tiikerit,192,"6'4""",92,203 lbs,"{""2010-2011"": [""U18 SM-sarja Champion"", ""U20 SM-liiga Silver Medal""], ""2012-2013"": [""U20 SM-liiga Silver Medal""], ""2013-2014"": [""U20 SM-liiga Champion"", ""U20 SM-liiga Playoffs Best Plus/Minus  (+16)"", ""U20 SM-liiga Playoffs Most Points  (16)""], ""2020-2021"": [""World Championship Silver Medal""]}",https://www.eliteprospects.com/player/57868/peter-tiivola
